Turkish,English
götüreyim,let me take
çıkart,remove
almalıyız,we must take
ardında,behind
ameliyatı,surgery
edecekler,they will
şantaj,blackmail
geleyim,let me come
şuradan,from here
christopher,christopher
göründüğü,it seems
aileni,your family
bozuldu,broke down
delice,insane
kulübe,hut
kalkın,get up
philip,philip
ilacı,medicine
kalmıştı,was left
düşünecek,will think
deniyorum,I'm trying
İn,Of
işık,light
yapmıyorsun,you don't
güçleri,powers
transfer,transfer
natalie,Natalie
ekselansları,His Excellency
bilemedim,I didn't know
içini,inside
inek,cow
yaşamayı,to live
april,april
mesafe,distance
yapacağı,will do
defolun,get out
hareketi,movement
kasabanın,of the town
yaramadı,didn't work
mudur,manager
holmes,Holmes
sapan,sling
ben-,I-
sayende,thanks to you
konuştuğunu,what you're talking about
twitter,twitter
ajanı,agent
g,g
bakıma,care
geldiğim,I came
kullanıyorsun,you use
geciktim,I'm late
olduğunca,as much as
duyamıyorum,I can't hear
cinayetten,for murder
paramız,our money
operasyonu,operation
dawson,dawson
deyin,say
vermesi,to give
öğrenmeye,to learn
istemek,to want
köşeye,to the corner
neyim,what am i
gloria,gloria
yakıt,fuel
açıklamak,to explain
dayanarak,based on
açısından,in terms of
birdenbire,suddenly
konuşup,talking
bahsetmiyorum,I'm not talking
muayene,peak
oradaydım,I was there
denemeye,to try
öleceksin,you will die
saklamak,to hide
biyolojik,biological
iğne,needle
düşündüğümü,what i think
tanımak,to recognise
İleri,Forward
devreye,commissioned
alınmış,taken
hazine,treasure
gri,gray
akşama,hitch
içten,sincere
hafıza,memory
İtiraz,Objection
alfa,alpha
pisliği,filth
ölmesini,to die
doğa,nature
konuşayım,let me talk
İndir,Download
alev,flame
karımın,my wife's
gelirdi,would come
tatile,on vacation
şimdiki,current
saatin,of the clock
gidersen,if you go
istediğinizi,what you want
ettiğimiz,what we do
sihir,magic
gitmemi,me to go
olmamıştı,never happened
kullanıyorum,I am using
istiyormuş,he wanted
iade,return
kriz,crisis
şeytanın,of the devil
sent,cent
sıvı,liquid
hüküm,provision
kalmamış,there is no more
beyzbol,baseball
yollar,roads
bulma,find
şık,chic
hallettim,i got it done
günlüğüne,for the day
izlerini,traces
ürkütücü,eerie
sevmez,does not like
asil,royal
almalıyım,I should buy
hücre,cell
desem,if I say
söyledikleri,what they said
çalışmıyorum,I am not working
bekler,waits
suçluluk,guilt
çıkaracağım,I will take it off
çıkmam,I won't go out
casus,spy
olacağımı,I will be
ederseniz,if you
eğil,bend down
bedeli,cost
eseri,his work
doları,dollar
birincisi,first one
yolları,ways
bağımsız,independent
yeteneği,ability
patronum,my boss
yaratıcı,creative
neşeli,cheerful
ip,rope
kaçırdı,missed
temmuz,July
belkide,maybe
bilmiyorlar,they don't know
bulduğum,I found
kullandın,you used
sok,shock
öldürdüler,they killed
yemekte,at dinner
amerikalılar,americans
efsane,myth
ölmüştü,was dead
uygunsuz,unsuitable
istersem,if i want
aradığın,what you are looking for
pantolon,trousers
bakınca,looking at
arkadaşımla,with my friend
odana,to your room
kuşu,bird
yönünde,towards
gündü,it was the day
alicia,alicia
riski,risk
mezar,grave
yüzün,your face
öğrendi,learned
istemeyiz,we don't want
elmas,diamond
psikolojik,psychological
almanı,german
yaşta,at age
duygularını,your feelings
star,star
onlarda,they have
edemeyiz,we can't
başladığında,when it starts
fiyat,price
carla,carla
surat,face
çevir,translate
gitmedim,I didn't go
kendiniz,yourself
geleneksel,traditional
diğerlerine,to others
uğraşıyorum,I'm trying
oynuyorsun,you are playing
santa,santa
warren,Warren
İkinizin,both of you
hastası,sick
bulmuşlar,they found
kong,kong
anlatırım,I will tell
lana,lana
hissetmek,to feel
arkanda,behind you
oyna,play
dilini,your tongue
getirebilir,can bring
moskova,Moscow
olursam,if i become
hâle,halo
y,y
getirmiş,brought
kaçık,crazy
buluyor,finds
suçlama,blame
ölmedi,not dead
girelim,let's enter
aptallar,fools
rita,Rita
görüyorsunuz,you see
isimli,named
elinizde,in your hand
sandy,Sandy
kenarında,on the edge
öleceğim,i will die
analiz,analysis
kullanabilir,can use
delisin,you are crazy
ölümün,of death
lakin,not that
olduğuma,that I am
hedefi,target
mitchell,mitchell
açtım,I opened
nora,Nora
vuruş,shot
jenna,jenna
çifte,double
etkilendim,I am impressed
gitmez,doesn't go
yalvarırım,I beg you
yapmanız,to do
bisiklet,bicycle
fincan,cup
wow,wow
gölge,shadow
yemeğinde,at dinner
beyni,brain
karşısına,in front of
gereği,as required
yepyeni,brand new
filmde,in the movie
yakınında,near
işti,it was work
dul,widow
standart,standard
tatlısın,you are sweet
bal,honey
may,may
çal,play
davrandım,I acted
kafama,to my head
onsuz,without it
içer,drinks
anneciğim,mommy
fiyatı,price
pencere,window
acilen,urgently
borcu,debt
ezik,meek
düşünüyordu,was thinking
çıktık,we went out
ileride,in the future
almamız,us to take
diana,Diana
kovboy,cowboy
çarptı,hit
kaçın,run away
edilebilir,can be
alarak,taking
düşünüyorsan,if you think
koşun,run
atar,throws
çekmiş,suffered
geçerken,in passing
kuşlar,birds
deliği,hole
sanatçı,artist
görünüyorsunuz,you look
tokyo,Tokyo
olaydan,from the incident
vic,vic
kırk,forty
maaş,wage
merkeze,to the center
birader,brother
takas,swap
söylendi,it was said
konuşabiliriz,we can talk
irak,Iraq
arkasındaki,behind
görün,see
bulunmuş,found
İntihar,Suicide
gerisini,the rest
kaçırma,kidnapping
seçeneğimiz,our option
birbirinize,to each other
elimizdeki,we have
kesmek,to cut
gözümün,my eye
ellie,Ellie
denk,equivalent
güveniyor,trusts
yukarıya,up
kocamın,my husband's
sizleri,you
ellerinizi,your hands
olmadığım,I'm not
yönetmen,director
yiyip,eat and eat
görevini,your duty
af,amnesty
atma,throw
kafamda,in my head
lara,lara
çalışırım,I work
etrafına,around
dönüyoruz,we are returning
civarında,around
ölmeyi,to die
heather,Heather
diğerlerinin,others
kazaydı,it was an accident
ağlıyor,crying
gözlerinin,your eyes
gelecektir,will come
sinyali,signal
istedik,we wanted
man,Man
leslie,Leslie
durumdan,from the situation
kılıcı,sword
craig,craig
treni,train
esir,prisoner
solucan,worm
olursunuz,you become
düşünen,thinking
ofisine,to your office
adası,island
atmış,sixty
troy,Troy
gecede,in the night
emirleri,orders
lex,lex
olanlara,to those who
vaftiz,baptism
taşıyan,bearing
hatun,lady
gidersin,you go
sağla,provide
bağış,donation
prova,rehearsal
buluşuruz,we meet
cadde,street
damon,Damon
bilinmeyen,unknown
mmm,mmm
kelimeler,words
yoo,nooo
üzerimde,on me
yazılmış,written
çiftlik,farm
meclis,council
sorumlusu,responsible
yapabileceğimi,can i do
ralph,Ralph
adamlara,to the men
hee,hey
kötüydü,it was bad
çıkıyorsun,you are dating
ofise,to the office
göreyim,let me see
giriyorum,I'm entering
sürücü,driver
ma,ma
ned,ned
yaşayacak,will live
düşer,falls
olmuşsun,you became
green,green
dini,religious
ofisinde,in your office
ronnie,ronnie
gelmiştir,has arrived
erkeği,male
hattı,line
dili,language
umutsuz,desperate
sahnede,on stage
yapılır,is done
arazi,land
hapishanede,in prison
kayıtlı,registered
hazırladım,I prepared
çılgınlık,frenzy
nicole,nicole
problemi,problem
şayet,if
odasını,his room
beklenmedik,unexpected
İkincisi,Latter
çözmek,to solve
ava,Ava
hangisini,which
hazırlayın,prepare
çöpe,trash
cameron,cameron
motoru,engine
etmeme,not to
ortağım,my partner
polisleri,the cops
İlaç,Medicine
ölene,until death
oğluma,to my son
seçtim,I chose
rüyalar,dreams
gelişmiş,developed
yanındayım,I'm with you
sahipsin,you have
takımın,your team
yeah,yeah
ilerliyor,moving forward
İşten,from work
kazanır,wins
konuşmuştuk,we talked
harper,harper
hector,hector
melissa,melissa
etmesine,to do
erkekle,with man
salim,safe and sound
herşeyin,of everything
yerli,local
murphy,murphy
şeyimiz,our thing
adresini,address
adamlarım,my men
organize,organized
diyecek,will say
geceden,from the night
deney,experiment
aldığımız,we received
göremedim,I couldn't see
sid,Sid
kaçtım,I ran away
anlatır,tells
köpeğin,your dog
çıksın,let it come out
vietnam,Vietnamese
döneceğiz,we will be back
hassiktir,fuck it
kurdu,formed
kontrolünü,control
peri,fairy
kont,count
durumlar,situations
hissedebiliyorum,I can feel
kalkma,don't get up
yarışı,race
atı,horse
z,z
kurtardım,I saved
soo,sooo
kitabın,of your book
doğdu,was born
isterdi,would like
yang,yang
kuralı,rule
kamu,public
leydim,my lady
gina,Gina
çalıştığın,you work
yanlışlıkla,mistakenly
kalabilirsin,you can stay
olabileceği,could be
kale,castle
tarafını,side
bırakıyor,leaves
vanessa,vanessa
hepsine,to all
bileti,ticket
simpson,simpson
jill,Jill
kullanmaya,to use
kalırım,I stay
bahçe,garden
kuzeye,to the north
lauren,Lauren
varsın,you are welcome
alsın,take it
west,west
tetiği,trigger
saldırgan,attacker
hayvanat,zoo
getirmeye,to bring
alarmı,alarm
helikopter,helicopter
harita,map
düşünürdüm,I would think
planları,plans
düzeltmek,to change
söylediğine,to what you said
ağrısı,pain
şunlara,to those
lane,lane
makyaj,make-up
kullanan,using
bakmam,I don't look
tedavisi,treatment
kanıtlamak,prove
kalıyorsun,you are staying
tersi,reverse
edilmesi,to be
bahsettiğim,I mentioned
deneyin,try
söylemeden,without saying
birbirinizi,each other
sinema,cinema
mide,stomach
çalışmam,my work
çeşitli,various
tutuyorum,I'm holding
benziyordu,it looked like
iyiye,for the better
gelmemi,don't come
pam,pam
gökyüzü,sky
hiçbirini,none of them
çağırıyor,is calling
sydney,sydney
gözlerine,to your eyes
değiştir,change
evinize,to your home
İstediğini,what you want
arkadaşlarının,your friends
kraliçesi,queen
geleceğin,your future
heyecanlıyım,I am excited
tutacak,handle
durdum,I stopped
tutup,hold on
ilgilenirim,I'm interested
du,du
elim,my hand
uçakta,on the plane
mali,financial
yürüyüş,walk
kocanız,your husband
devriye,patrol
biftek,steak
ödeyeceğim,I will pay
halledeceğim,I will handle it
sokağı,street
söylediğinde,when you say
meg,meg
düşününce,when you think
bekleyeceğiz,we will wait
eşyalarımı,my things
şeref,honor
çıkmadan,without leaving
nehri,river
üyeleri,members
çalıntı,stolen
memnuniyetle,satisfaction
müzİk,music
dede,grandfather
sik,chic
bakire,virgin
boşluk,space
din,religion
odanın,of the room
janet,Janet
patladı,exploded
konuyla,with the subject
christian,christian
gitmiyoruz,we are not going
şartlar,conditions
pirinç,rice
sahibim,i have
değmez,not worth
zeyna,xena
bakanı,minister
yerle,destroy
ndeki,in
kur,cure
şifre,password
uykuya,fall asleep
çıkması,coming out
samantha,Samantha
anlamış,understood
yapmıştı,had done
hastanın,the patient
askerleri,soldiers
bugünün,today's
buluşmak,to meet
ölürsün,you die
neredeyiz,where are we
brooke,Brooke
gelmedin,you didn't come
nisan,April
joan,joan
kutuyu,the box
geleceksin,you will come
hazırlanın,get ready
watson,Watson
katherine,katherine
öldürüp,kill and kill
değişiyor,is changing
annesine,to his mother
kaçta,what time
buda,Buddha
alıcı,buyer
willie,willie
başbakan,prime minister
durdurmaya,to stop
durumdayım,I'm in a situation
oluyordu,was happening
satan,selling
kadınlarla,with women
fotoğraflar,photos
zack,zack
geçirdin,you had
keşif,discovery
won,won
evren,universe
monk,monk
biliyormusun,do you know
tanıştırayım,let me introduce you
sevdin,you loved
yaşadı,lived
hayli,quite a lot
isteği,request
erkeğe,to man
durur,stops
gitmene,to go
bacaklarını,your legs
zamanlama,timing
gördüğümüz,what we see
köy,bay
baktın,you looked
ışıkları,lights
piper,piper
gözlü,eyed
proje,project
mayıs,May
almanlar,germans
daisy,daisy
manhattan,Manhattan
sokmak,sting
yürümeye,to walk
vurulmuş,smitten
evan,Evan
eşsiz,matchless
çocuklardan,from children
castle,castle
binayı,the building
dönmeye,to spin
yüzünde,on your face
kazandık,we won
öldün,you died
nelson,Nelson
hizmetçi,servant
düşünüp,think about
vereceğini,you will give
yemekleri,dishes
big,big
görmemiş,didn't see
tiyatro,theatre
mart,March
kaçırmak,to miss
akşamı,evening
gey,gay
adınız,your name
kül,ash
go,go
wade,Wade
şüpheliyim,I doubt
karısının,his wife
ölümünü,his death
İntikam,Revenge
İnanmıyorum,I don't believe
inanabiliyor,can believe
saatler,clocks
fransızca,French
çekilmiş,ground
yemekler,meals
yetki,authority
min,min
salonunda,in the hall
unutmuş,forgot
tamamlandı,completed
aslı,original
peşini,pursue
gösterisi,show
kızıma,to my daughter
cennete,to heaven
gördüğünde,when you see
izler,marks
altıncı,sixth
komplo,conspiracy
amiral,admiral
koydun,you put
görünür,visible
doğrudur,it is true
filme,filming
grubun,of the group
hyun,hyung
allen,Allen
arıyorsunuz,you are looking for
kamerayı,the camera
bölümünde,in the section
bulmalıyım,I have to find
yetkili,official
şekil,shape
yakaladın,you caught
ilişkiye,relationship
binada,in the building
yazıyorum,I am writing
kelimeyi,the word
yaşar,lives
odaklan,focus
doğruysa,if true
geçme,pass
çinli,Chinese
öfkeli,furious
ayrılma,separation
hatalı,incorrect
aramış,called
bulunur,is found
baktığımda,when I look
aradığım,I'm looking for
detayları,details
imha,destruction
arar,calls
antik,antique
bilmediğim,I don't know
haziran,June
doğuştan,congenital
rob,rob
karakter,character
kızınız,your daughter
ashley,ashley
olurdun,you would be
stefan,Stephen
söylersem,if I say
borcum,my debt
dehşet,horror
öleceğiz,we will die
oturmuş,seated
biriniz,one of you
gülümse,smile
İkimizin,both of us
içtim,I drank
alınan,received
ejderha,dragon
kasım,November
sonuçlar,results
alabiliriz,we can buy
ford,ford
ahh,ahh
cin,Chinese
hayvanları,animals
senedir,for years
öğrendik,we learned
alanda,in the field
sebepten,for the reason
telefonla,by phone
kanını,your blood
paraları,coins
seferde,at a time
elektronik,electronic
yarası,wound
aradığımız,what we are looking for
hissi,sentimental
